"ColumnName","DataType","SampleValues","UniqueCount","HasNulls"
"Info for automatic Version detection","System.String","21.8.2023. 00:00:00, 23.10.2023. 00:00:00, 7.11.2023. 00:00:00, 19.3.2024. 00:00:00, 8.4.2024. 00:00:00","74","No"
