"ColumnName","DataType","SampleValue","UniqueCount","NullCount"
"P1","Text","Info for automatic Version detection","75","0"
"P2","Text","CBAM communication SEE Version 2","52","0"
"P3","Text","CBAM SEE Communication V2_UBA_en_131224.xls","11","0"
"P4","Unknown","","0","0"
"P5","Unknown","","0","0"
