"ColumnName","DataType","SampleValues","UniqueCount","HasNulls"
"If you want to translate the guidance text in this template into another language, please select the next available column (first one available is column D) and copy the text in the new language into the corresponding rows and select the column number (e.g. ""4"" for column D) in cell A3.","System.String","- the carbon price used for each production process has to be converted into one common currency., - the system boundaries of carbon pricing have to be consistent with the boundaries of the production process and precursors., #, % carbon, % Cr","2114","No"
