"Row","Index","Value"
"86","1",""
"86","2",""
"86","3",""
"86","4","P4"
"86","5",""
"86","6",""
"86","7",""
"86","8",""
"86","9",""
"86","10",""
"86","11",""
"86","12",""
"86","13",""
"86","14",""
"86","15",""
"86","16",""
"86","17",""
"86","18",""
"86","19","n.a."
"86","20","n.a."
"86","21",""
"86","22","P4"
"86","23",""
"86","24",""
"86","25",""
"86","26",""
"86","27",""
"86","28",""
"86","29",""
"86","30",""
"86","31",""
"86","32",""
"86","33","n.a."
"86","34",""
"86","35","0"
