"Row","Index","Value"
"89","1",""
"89","2",""
"89","3",""
"89","4","P7"
"89","5",""
"89","6",""
"89","7",""
"89","8",""
"89","9",""
"89","10",""
"89","11",""
"89","12",""
"89","13",""
"89","14",""
"89","15",""
"89","16",""
"89","17",""
"89","18",""
"89","19","n.a."
"89","20","n.a."
"89","21",""
"89","22","P7"
"89","23",""
"89","24",""
"89","25",""
"89","26",""
"89","27",""
"89","28",""
"89","29",""
"89","30",""
"89","31",""
"89","32",""
"89","33","n.a."
"89","34",""
"89","35","0"
