"Row","Index","Value"
"90","1",""
"90","2",""
"90","3",""
"90","4","P8"
"90","5",""
"90","6",""
"90","7",""
"90","8",""
"90","9",""
"90","10",""
"90","11",""
"90","12",""
"90","13",""
"90","14",""
"90","15",""
"90","16",""
"90","17",""
"90","18",""
"90","19","n.a."
"90","20","n.a."
"90","21",""
"90","22","P8"
"90","23",""
"90","24",""
"90","25",""
"90","26",""
"90","27",""
"90","28",""
"90","29",""
"90","30",""
"90","31",""
"90","32",""
"90","33","n.a."
"90","34",""
"90","35","0"
